interaction_id,engineer_id,timestamp,system,action,alarm_id,duration_ms,correlation_group,notes
NMS-0397,ENG-003,2026-03-09T17:02:18.123Z,SolarWinds,acknowledge_alarm,ALM-4919,1080,CG-0109,OC-48 SONET B2 error threshold
NMS-0398,ENG-003,2026-03-09T17:04:55.456Z,SolarWinds,view_device_detail,,4200,CG-0109,Checking SONET PM counters and alarms
NMS-0399,ENG-003,2026-03-09T17:08:28.789Z,ServiceNow,create_ticket,,3400,CG-0109,Legacy SONET maintenance ticket
NMS-0400,ENG-004,2026-03-09T18:15:55.012Z,Splunk,search_logs,,14200,CG-0110,Monday evening security sweep
NMS-0401,ENG-004,2026-03-09T18:22:32.345Z,Fortinet,update_policy,,8600,CG-0110,Updating IPS signatures from vendor feed
NMS-0402,ENG-004,2026-03-09T18:27:08.678Z,ServiceNow,update_ticket,,4400,CG-0110,IPS signature update documented
NMS-0403,ENG-005,2026-03-09T19:32:35.901Z,SolarWinds,acknowledge_alarm,ALM-4920,1020,CG-0111,Building management system comm failure
NMS-0404,ENG-005,2026-03-09T19:34:18.234Z,SolarWinds,view_device_detail,,3600,CG-0111,Checking BMS gateway connectivity
NMS-0405,ENG-005,2026-03-09T19:37:55.567Z,ServiceNow,create_ticket,,2800,CG-0111,Facilities communication ticket
NMS-0406,ENG-011,2026-03-10T06:10:22.890Z,SolarWinds,view_dashboard,,2600,,Tuesday morning dashboard scan
NMS-0407,ENG-011,2026-03-10T06:14:55.123Z,SolarWinds,acknowledge_alarm,ALM-4921,1100,CG-0112,MPLS P2MP tree computation failure
NMS-0408,ENG-011,2026-03-10T06:18:28.456Z,Cisco Prime,run_diagnostic,,11000,CG-0112,Show mpls mldp database and P2MP tree
NMS-0409,ENG-011,2026-03-10T06:23:05.789Z,ServiceNow,create_ticket,,3800,CG-0112,P2MP tree restoration ticket
NMS-0410,ENG-012,2026-03-10T07:28:38.012Z,NetCool,acknowledge_alarm,ALM-4922,920,CG-0113,Environmental humidity alarm at CO
NMS-0411,ENG-012,2026-03-10T07:30:22.345Z,SolarWinds,view_device_detail,,3400,CG-0113,Checking environmental sensors at facility
NMS-0412,ENG-012,2026-03-10T07:33:55.678Z,ServiceNow,create_ticket,,2600,CG-0113,Facilities HVAC maintenance ticket
NMS-0413,ENG-013,2026-03-10T08:42:22.901Z,Ciena MCP,view_performance,,5800,CG-0114,Weekly optical performance review
NMS-0414,ENG-013,2026-03-10T08:47:55.234Z,SolarWinds,acknowledge_alarm,ALM-4923,1050,CG-0114,OTN ODU TCM alarm on protected path
NMS-0415,ENG-013,2026-03-10T08:51:28.567Z,Ciena MCP,run_diagnostic,,12600,CG-0114,TCM layer analysis and path verification
NMS-0416,ENG-013,2026-03-10T08:56:05.890Z,ServiceNow,create_ticket,,4200,CG-0114,OTN monitoring layer maintenance ticket
NMS-0417,ENG-014,2026-03-10T10:02:38.123Z,SolarWinds,acknowledge_alarm,ALM-4924,1020,CG-0115,Remote access concentrator session limit
NMS-0418,ENG-014,2026-03-10T10:05:12.456Z,Cisco Prime,run_diagnostic,,7400,CG-0115,Show crypto session count and limits
NMS-0419,ENG-014,2026-03-10T10:08:48.789Z,ServiceNow,create_ticket,,2800,CG-0115,VPN capacity expansion request ticket
NMS-0420,ENG-016,2026-03-10T11:15:22.012Z,SolarWinds,acknowledge_alarm,ALM-4925,980,CG-0116,MPLS VPN route target conflict
NMS-0421,ENG-016,2026-03-10T11:17:55.345Z,Cisco Prime,run_diagnostic,,9200,CG-0116,Show bgp vpnv4 unicast and RT assignment
NMS-0422,ENG-016,2026-03-10T11:22:28.678Z,ServiceNow,create_ticket,,3400,CG-0116,VPN route target remediation ticket
NMS-0423,ENG-017,2026-03-10T12:28:55.901Z,SolarWinds,acknowledge_alarm,ALM-4926,1100,CG-0117,PBR next-hop unreachable
NMS-0424,ENG-017,2026-03-10T12:31:28.234Z,Cisco Prime,run_diagnostic,,8800,CG-0117,Show route-map and PBR stats
NMS-0425,ENG-017,2026-03-10T12:35:05.567Z,ServiceNow,create_ticket,,3000,CG-0117,PBR policy update change ticket
NMS-0426,ENG-001,2026-03-10T13:42:32.890Z,SolarWinds,view_dashboard,,2200,,Afternoon status review
NMS-0427,ENG-001,2026-03-10T13:45:58.123Z,SolarWinds,acknowledge_alarm,ALM-4927,1080,CG-0118,Submarine cable system alarm
NMS-0428,ENG-001,2026-03-10T13:48:32.456Z,Ciena MCP,view_performance,,6200,CG-0118,Checking submarine segment performance
NMS-0429,ENG-001,2026-03-10T13:53:08.789Z,ServiceNow,create_ticket,,5400,CG-0118,P1 submarine cable investigation ticket
NMS-0430,ENG-002,2026-03-10T14:58:35.012Z,SolarWinds,acknowledge_alarm,ALM-4928,1020,CG-0119,VPLS pseudowire status change
NMS-0431,ENG-002,2026-03-10T15:01:08.345Z,Cisco Prime,run_diagnostic,,9400,CG-0119,Show l2vpn atom vc and PW status
NMS-0432,ENG-002,2026-03-10T15:05:42.678Z,ServiceNow,create_ticket,,3200,CG-0119,Pseudowire restoration ticket
NMS-0433,ENG-003,2026-03-10T16:12:18.901Z,SolarWinds,acknowledge_alarm,ALM-4929,1050,CG-0120,CWDM channel power deviation
NMS-0434,ENG-003,2026-03-10T16:14:55.234Z,Ciena MCP,view_performance,,5400,CG-0120,CWDM mux/demux power measurements
NMS-0435,ENG-003,2026-03-10T16:19:28.567Z,ServiceNow,create_ticket,,3600,CG-0120,CWDM channel maintenance ticket
NMS-0436,ENG-004,2026-03-10T17:25:55.890Z,Splunk,search_logs,,16200,CG-0121,Investigating anomalous DNS query patterns
NMS-0437,ENG-004,2026-03-10T17:32:32.123Z,Fortinet,update_policy,,7400,CG-0121,Adding DNS filtering rules for suspects
NMS-0438,ENG-004,2026-03-10T17:37:08.456Z,ServiceNow,create_ticket,,5000,CG-0121,DNS security investigation ticket
NMS-0439,ENG-005,2026-03-10T18:42:35.789Z,SolarWinds,acknowledge_alarm,ALM-4930,1020,CG-0122,IPsec tunnel MTU black hole
NMS-0440,ENG-005,2026-03-10T18:44:18.012Z,Cisco Prime,run_diagnostic,,8200,CG-0122,Testing path MTU discovery on tunnel
NMS-0441,ENG-005,2026-03-10T18:48:55.345Z,ServiceNow,create_ticket,,2800,CG-0122,MTU remediation ticket for VPN tunnel
NMS-0442,ENG-006,2026-03-10T19:55:22.678Z,MRTG,view_utilization,,4200,CG-0123,Evening utilization trending check
NMS-0443,ENG-006,2026-03-10T19:59:05.901Z,SolarWinds,acknowledge_alarm,ALM-4931,1000,CG-0123,Port utilization 90% on peering link
NMS-0444,ENG-006,2026-03-10T20:02:38.234Z,ServiceNow,create_ticket,,3200,CG-0123,Peering link augmentation request
NMS-0445,ENG-011,2026-03-11T06:08:55.567Z,SolarWinds,view_dashboard,,2500,,Wednesday morning overall check
NMS-0446,ENG-011,2026-03-11T06:12:28.890Z,SolarWinds,acknowledge_alarm,ALM-4932,1100,CG-0124,EVPN type-5 route import failure
NMS-0447,ENG-011,2026-03-11T06:15:55.123Z,Cisco Prime,run_diagnostic,,10600,CG-0124,Show bgp l2vpn evpn route-type 5
NMS-0448,ENG-011,2026-03-11T06:20:32.456Z,ServiceNow,create_ticket,,3800,CG-0124,EVPN route import fix change ticket
NMS-0449,ENG-012,2026-03-11T07:25:58.789Z,SolarWinds,acknowledge_alarm,ALM-4933,960,CG-0125,Backup power generator test failure
NMS-0450,ENG-012,2026-03-11T07:28:32.012Z,SolarWinds,view_device_detail,,3400,CG-0125,Checking generator status and fuel level
NMS-0451,ENG-012,2026-03-11T07:32:08.345Z,ServiceNow,create_ticket,,3000,CG-0125,Generator maintenance dispatch ticket
NMS-0452,ENG-013,2026-03-11T08:38:35.678Z,Ciena MCP,view_performance,,5200,CG-0126,Mid-week optical health assessment
NMS-0453,ENG-013,2026-03-11T08:43:08.901Z,SolarWinds,acknowledge_alarm,ALM-4934,1050,CG-0126,Flex grid spectrum utilization warning
NMS-0454,ENG-013,2026-03-11T08:46:42.234Z,Ciena MCP,run_diagnostic,,12000,CG-0126,Flex grid spectrum analysis and planning
NMS-0455,ENG-013,2026-03-11T08:51:18.567Z,ServiceNow,create_ticket,,4000,CG-0126,Spectrum optimization planning ticket
NMS-0456,ENG-014,2026-03-11T09:58:45.890Z,SolarWinds,acknowledge_alarm,ALM-4935,1020,CG-0127,CAM table overflow on distribution SW
NMS-0457,ENG-014,2026-03-11T10:01:22.123Z,Cisco Prime,run_diagnostic,,8400,CG-0127,Show mac address-table count and aging
NMS-0458,ENG-014,2026-03-11T10:05:55.456Z,ServiceNow,create_ticket,,3200,CG-0127,CAM table tuning change ticket
NMS-0459,ENG-016,2026-03-11T11:12:22.789Z,SolarWinds,acknowledge_alarm,ALM-4936,980,CG-0128,QoS DSCP remarking mismatch
NMS-0460,ENG-016,2026-03-11T11:14:55.012Z,Cisco Prime,run_diagnostic,,9000,CG-0128,Show policy-map interface and DSCP values
NMS-0461,ENG-016,2026-03-11T11:19:28.345Z,ServiceNow,create_ticket,,3400,CG-0128,QoS DSCP remediation change ticket
NMS-0462,ENG-017,2026-03-11T12:25:55.678Z,SolarWinds,acknowledge_alarm,ALM-4937,1100,CG-0129,LISP map-server registration failure
NMS-0463,ENG-017,2026-03-11T12:28:28.901Z,Cisco Prime,run_diagnostic,,9800,CG-0129,Show lisp site and map-server status
NMS-0464,ENG-017,2026-03-11T12:33:05.234Z,ServiceNow,create_ticket,,3600,CG-0129,LISP fabric registration fix ticket
NMS-0465,ENG-001,2026-03-11T13:38:32.567Z,SolarWinds,acknowledge_alarm,ALM-4938,1080,CG-0130,Metro DWDM add/drop port alarm
NMS-0466,ENG-001,2026-03-11T13:41:08.890Z,Ciena MCP,view_performance,,5600,CG-0130,Checking add/drop channel power and OSNR
NMS-0467,ENG-001,2026-03-11T13:45:42.123Z,ServiceNow,create_ticket,,3800,CG-0130,DWDM add/drop maintenance ticket
NMS-0468,ENG-002,2026-03-11T14:52:18.456Z,SolarWinds,acknowledge_alarm,ALM-4939,1000,CG-0131,Ethernet CFM fault indication
NMS-0469,ENG-002,2026-03-11T14:54:55.789Z,Cisco Prime,run_diagnostic,,8600,CG-0131,Show ethernet cfm and MEP status
NMS-0470,ENG-002,2026-03-11T14:59:28.012Z,ServiceNow,create_ticket,,3200,CG-0131,CSF fault investigation ticket
NMS-0471,ENG-003,2026-03-11T16:05:55.345Z,SolarWinds,acknowledge_alarm,ALM-4940,1050,CG-0132,ROADM degree power imbalance
NMS-0472,ENG-003,2026-03-11T16:08:28.678Z,Ciena MCP,run_diagnostic,,13400,CG-0132,ROADM degree power equalization check
NMS-0473,ENG-003,2026-03-11T16:13:05.901Z,ServiceNow,create_ticket,,4200,CG-0132,ROADM maintenance ticket with data
NMS-0474,ENG-004,2026-03-11T17:18:32.234Z,Splunk,search_logs,,15400,CG-0133,Investigating lateral movement indicators
NMS-0475,ENG-004,2026-03-11T17:25:08.567Z,Fortinet,update_policy,,8200,CG-0133,Network segmentation enhancement
NMS-0476,ENG-004,2026-03-11T17:29:42.890Z,ServiceNow,create_ticket,,5600,CG-0133,Security posture improvement ticket
NMS-0477,ENG-005,2026-03-11T18:35:18.123Z,SolarWinds,acknowledge_alarm,ALM-4941,1020,CG-0134,IP phone registration failure spike
NMS-0478,ENG-005,2026-03-11T18:37:55.456Z,Cisco Prime,run_diagnostic,,7800,CG-0134,CUCM registration and SRST status
NMS-0479,ENG-005,2026-03-11T18:42:28.789Z,ServiceNow,create_ticket,,2800,CG-0134,Voice registration investigation ticket
NMS-0480,ENG-006,2026-03-11T19:48:55.012Z,MRTG,view_utilization,,4000,CG-0135,Evening capacity spot check
NMS-0481,ENG-006,2026-03-11T19:52:28.345Z,SolarWinds,acknowledge_alarm,ALM-4942,1000,CG-0135,IX peering utilization approaching limit
NMS-0482,ENG-006,2026-03-11T19:55:05.678Z,ServiceNow,create_ticket,,2800,CG-0135,IX peering augmentation planning ticket
NMS-0483,ENG-011,2026-03-12T06:08:22.901Z,SolarWinds,view_dashboard,,2400,,Thursday morning check
NMS-0484,ENG-011,2026-03-12T06:11:55.234Z,SolarWinds,acknowledge_alarm,ALM-4943,1120,CG-0136,VxLAN VTEP reachability failure
NMS-0485,ENG-011,2026-03-12T06:14:28.567Z,Cisco Prime,run_diagnostic,,10400,CG-0136,Show nve peers and VxLAN VNI status
NMS-0486,ENG-011,2026-03-12T06:19:08.890Z,ServiceNow,create_ticket,,3600,CG-0136,VxLAN VTEP restoration ticket
NMS-0487,ENG-012,2026-03-12T07:22:35.123Z,SolarWinds,acknowledge_alarm,ALM-4944,940,CG-0137,SNMP v3 engine ID mismatch
NMS-0488,ENG-012,2026-03-12T07:24:18.456Z,Cisco Prime,run_diagnostic,,6800,CG-0137,Show snmp engineID on affected devices
NMS-0489,ENG-012,2026-03-12T07:28:55.789Z,ServiceNow,create_ticket,,2400,CG-0137,SNMP v3 remediation ticket
NMS-0490,ENG-013,2026-03-12T08:35:22.012Z,Ciena MCP,view_performance,,5600,CG-0138,Pre-maintenance optical path sweep
NMS-0491,ENG-013,2026-03-12T08:40:55.345Z,SolarWinds,acknowledge_alarm,ALM-4945,1080,CG-0138,EDFA tilt compensation alarm
NMS-0492,ENG-013,2026-03-12T08:44:28.678Z,Ciena MCP,run_diagnostic,,12200,CG-0138,EDFA gain flatness and tilt analysis
NMS-0493,ENG-013,2026-03-12T08:49:05.901Z,ServiceNow,create_ticket,,4000,CG-0138,EDFA tilt adjustment maintenance ticket
NMS-0494,ENG-014,2026-03-12T09:55:38.234Z,SolarWinds,acknowledge_alarm,ALM-4946,1020,CG-0139,Certificate expiry warning on web proxy
NMS-0495,ENG-014,2026-03-12T09:57:22.567Z,Cisco Prime,view_device_detail,,3600,CG-0139,Checking certificate details and expiry date
NMS-0496,ENG-014,2026-03-12T10:00:58.890Z,ServiceNow,create_ticket,,3200,CG-0139,Certificate renewal request ticket
NMS-0497,ENG-016,2026-03-12T11:08:22.123Z,SolarWinds,acknowledge_alarm,ALM-4947,960,CG-0140,DHCP relay agent failure on L3 switch
NMS-0498,ENG-016,2026-03-12T11:10:55.456Z,Cisco Prime,run_diagnostic,,7600,CG-0140,Show ip helper-address on VLAN interfaces
NMS-0499,ENG-016,2026-03-12T11:14:28.789Z,ServiceNow,create_ticket,,2800,CG-0140,DHCP relay remediation change ticket
NMS-0500,ENG-017,2026-03-12T12:22:55.012Z,SolarWinds,acknowledge_alarm,ALM-4948,1100,,Shift end routine alarm acknowledgment
